BuildingType,GHGEmissionsIntensity,LargestPropertyUseType,Latitude,ListOfAllPropertyUseTypes,Longitude,Neighborhood,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,TotalGHGEmissions,NumberofBuildings,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),buildingAge,SteamRatio,ElectricityRatio,NaturalGasRatio
NonResidential,0.29,Self-Storage Facility,47.66353,Self-Storage Facility,-122.29505,NORTHEAST,2.0,21913.0,Self-Storage Facility,20296.0,0.0,20296.0,5.97,1.0,20000.0,54.0,36.5,873577.3125,57.0,0.0,0.9794954467753534,0.0
NonResidential,1.24,Medical Office,47.66246,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",-122.29342,NORTHEAST,2.0,21916.0,Mixed Use Property,22135.0,0.0,22135.0,27.41,1.0,151680.0,40.0,67.30000305,10213132.0,71.0,0.0,0.08401918236247216,0.039511385929409316
NonResidential,1.4,Medical Office,47.66183,"Medical Office, Parking",-122.29264,NORTHEAST,3.0,21917.0,Medical Office,38378.0,0.0,38378.0,53.73,1.0,21765.0,80.0,19.79999924,431390.4063,49.0,0.0,1.6913218035094724,2.1233318743834104
NonResidential,1.48,Non-Refrigerated Warehouse,47.66294,Non-Refrigerated Warehouse,-122.29521,NORTHEAST,2.0,21920.0,Warehouse,33576.0,0.0,33576.0,49.73,1.0,24032.0,86.33333333333333,23.60000038,566878.3125,36.0,0.0,0.6881970810975415,1.5613721331066093
NonResidential,6.84,Supermarket/Grocery Store,47.66205,"Parking, Supermarket/Grocery Store",-122.29545,NORTHEAST,1.0,21921.0,Supermarket / Grocery Store,33005.0,0.0,33005.0,225.67,1.0,27553.0,56.0,28.29999924,780294.875,41.0,0.0,9.431925334637114,4.2074734887884535
NonResidential,0.24,Parking,47.61074,"Bank Branch, Medical Office, Parking, Retail Store",-122.32259,EAST,1.0,21945.0,Other,20971.0,0.0,20971.0,5.08,1.0,20316.0,45.0,61.09999847,1241355.375,35.0,0.0,0.587581134854312,0.0
NonResidential,0.63,Office,47.63981,"Office, Retail Store",-122.39907,MAGNOLIA / QUEEN ANNE,3.0,21955.0,Small- and Mid-Sized Office,23910.0,0.0,23910.0,15.11,1.0,30430.0,39.0,49.79999924,1773864.5,89.0,0.0,0.3823104865112301,0.11016061260597977
NonResidential,0.8,Worship Facility,47.67477,Worship Facility,-122.38241,BALLARD,2.0,21964.0,Worship Facility,21765.0,0.0,21765.0,17.38,1.0,196689.0,72.66666666666667,39.5,7945081.0,106.0,0.0,0.015093867513748443,0.0392026210934791
Campus,1.47,College/University,47.61065,"College/University, Parking",-122.31711,EAST,2.0,22062.0,University,2200000.0,0.0,2200000.0,3243.48,1.0,38845.0,82.0,178.1000061,6917280.0,77.0,0.0,8.915761831240024,7.6584573705271435
NonResidential,2.44,Worship Facility,47.6101,Worship Facility,-122.30838,CENTRAL,2.0,22078.0,Worship Facility,26560.0,0.0,26560.0,64.88,1.0,40374.0,85.0,45.79999924,1848878.5,115.0,0.0,0.32992054372420904,0.6174018465788855
NonResidential,0.04,Non-Refrigerated Warehouse,47.65022,Non-Refrigerated Warehouse,-122.34174,LAKE UNION,2.0,22095.0,Warehouse,20140.0,0.0,20140.0,0.81,1.0,50649.0,55.0,39.40000153,1993273.0,59.0,0.0,0.058440063152413145,0.0
NonResidential,5.55,Retail Store,47.53846,"Parking, Retail Store",-122.28305,GREATER DUWAMISH,2.0,22139.0,Retail Store,38845.0,0.0,38845.0,215.56,1.0,47034.0,34.0,298.2999878,14029480.0,24.0,0.0,0.2345436894311122,0.25850943869623105
NonResidential,6.66,Supermarket/Grocery Store,47.53747,"Parking, Supermarket/Grocery Store",-122.28308,GREATER DUWAMISH,1.0,22142.0,Supermarket / Grocery Store,26092.0,0.0,26092.0,173.75,1.0,29880.0,82.33333333333333,38.5,1331122.125,63.0,0.0,3.759981827362384,1.9640947670372468
School,1.67,K-12 School,47.70743,K-12 School,-122.28463,NORTH,1.0,22149.0,K-12 School,38582.0,0.0,38582.0,64.54,1.0,14840.0,77.33333333333333,30.0,935580.3125,61.0,0.0,0.7797053767097093,1.1964787897351143
NonResidential,2.17,Office,47.55045,Office,-122.32749,GREATER DUWAMISH,1.0,22163.0,Small- and Mid-Sized Office,25500.0,0.0,25500.0,55.3,1.0,39840.0,2.0,18.89999962,752104.0,49.0,0.0,0.2642560071479476,1.3497096146277643
NonResidential,0.6,Non-Refrigerated Warehouse,47.5478,"Non-Refrigerated Warehouse, Office",-122.32307,GREATER DUWAMISH,1.0,22165.0,Warehouse,41895.0,0.0,41895.0,25.09,1.0,24828.0,28.0,87.0,2159932.0,55.0,0.0,0.41030087984251357,0.16486120859360387
NonResidential,0.83,Retail Store,47.54912,Retail Store,-122.32184,GREATER DUWAMISH,2.0,22166.0,Retail Store,56193.0,0.0,56193.0,46.9,1.0,27860.0,69.0,28.5,792734.8125,58.0,0.0,2.344983430382654,0.8060602233234206
NonResidential,1.7,K-12 School,47.6712,K-12 School,-122.37568,BALLARD,3.0,22223.0,K-12 School,35448.0,0.0,35448.0,60.34,1.0,282899.0,67.0,55.20000076,18011944.0,94.0,0.0,0.015575720199885143,0.061036332335921095
NonResidential,7.14,Supermarket/Grocery Store,47.66986,Supermarket/Grocery Store,-122.37418,BALLARD,1.0,22230.0,Supermarket / Grocery Store,29214.0,0.0,29214.0,208.53,1.0,52926.0,17.0,56.29999924,2979413.5,50.0,0.0,2.090102968251973,1.0434798660877385
NonResidential,4.32,Supermarket/Grocery Store,47.66828,"Parking, Supermarket/Grocery Store",-122.37428,BALLARD,1.0,22240.0,Supermarket / Grocery Store,46068.0,43035.0,89103.0,384.85,1.0,24572.0,73.0,24.20000076,694903.8125,16.0,0.0,11.236116221480653,8.952978654150066
NonResidential,1.42,Other - Recreation,47.66621,"Office, Other - Recreation",-122.37502,BALLARD,1.0,22252.0,Other,32000.0,0.0,32000.0,45.38,1.0,21528.0,84.0,14.30000019,306911.0938,55.0,0.0,1.7875893412882558,2.5495689657602076
NonResidential,1.25,Other,47.66389,"Non-Refrigerated Warehouse, Other, Retail Store",-122.37307,BALLARD,2.0,22259.0,Mixed Use Property,31140.0,0.0,31140.0,38.86,1.0,25828.0,77.33333333333333,42.40000153,1094940.75,106.0,0.0,0.2142700415524767,0.6401871516792119
NonResidential,1.89,Non-Refrigerated Warehouse,47.6644,"Non-Refrigerated Warehouse, Office",-122.37246,BALLARD,3.0,22261.0,Warehouse,41478.0,0.0,41478.0,78.22,1.0,228299.0,88.0,29.39999962,6914839.5,41.0,0.0,0.2602205011410605,0.17882974724142187
NonResidential,0.13,Non-Refrigerated Warehouse,47.66411,Non-Refrigerated Warehouse,-122.37185,BALLARD,1.0,22264.0,Warehouse,39840.0,0.0,39840.0,5.24,1.0,24070.0,76.33333333333333,21.79999924,524144.6875,36.0,0.0,1.4349167661839557,0.0
NonResidential,1.26,Library,47.66984,"Library, Other - Services",-122.3842,BALLARD,1.0,22312.0,Other,15000.0,15576.0,30576.0,38.52,1.0,29888.0,60.0,35.09999847,1049436.25,12.0,0.0,0.8862262953085526,0.574792418310307
NonResidential,0.31,Social/Meeting Hall,47.66894,Social/Meeting Hall,-122.38242,BALLARD,2.0,22327.0,Other,21528.0,0.0,21528.0,6.61,1.0,21788.0,69.0,27.60000038,601818.625,92.0,0.0,0.34879944102760196,0.1611731441511967
NonResidential,0.44,Strip Mall,47.66908,"Parking, Strip Mall",-122.38627,BALLARD,2.0,22332.0,Other,30000.0,0.0,30000.0,13.14,1.0,27533.0,61.0,31.39999962,864420.875,88.0,0.0,1.1285717735588003,0.13810402253416196
NonResidential,1.22,Other,47.67482,Other,-122.37316,BALLARD,2.0,22420.0,Other,30087.0,0.0,30087.0,36.77,0.0,17334.0,79.66666666666667,62.5,1083156.5,74.0,0.0,4.86969426855676,0.0
NonResidential,0.72,Worship Facility,47.66327,Worship Facility,-122.37439,BALLARD,1.0,22438.0,Worship Facility,40445.0,0.0,40445.0,29.24,1.0,23835.0,93.0,23.29999924,555153.125,41.0,0.0,0.48854809202416,0.9277350280609516
NonResidential,0.57,Retail Store,47.66318,Retail Store,-122.37283,BALLARD,1.0,22440.0,Retail Store,23500.0,0.0,23500.0,13.29,1.0,32810.0,66.0,61.5,2017967.75,20.0,0.0,0.5063921363460838,0.05752520078678165
NonResidential,1.42,Retail Store,47.67518,Retail Store,-122.36549,Ballard,1.0,22454.0,Retail Store,22420.0,0.0,22420.0,31.79,1.0,30716.0,64.0,27.39999962,841821.0,49.0,0.0,1.1016855127158862,0.5664292052586001
NonResidential,9.19,Supermarket/Grocery Store,47.64909,Supermarket/Grocery Store,-122.37788,MAGNOLIA / QUEEN ANNE,1.0,22479.0,Supermarket / Grocery Store,25842.0,0.0,25842.0,237.54,1.0,39952.0,99.66666666666667,1.399999976,57133.19922,55.0,0.0,81.5112240094858,67.58445269503324
NonResidential,0.32,Office,47.65018,"Fitness Center/Health Club/Gym, Office",-122.37787,MAGNOLIA / QUEEN ANNE,3.0,22480.0,Small- and Mid-Sized Office,26389.0,0.0,26389.0,8.42,1.0,21240.0,71.0,25.10000038,533370.625,24.0,0.0,2.264907258437789,0.0
NonResidential,0.58,Office,47.65252,"Office, Parking",-122.37587,MAGNOLIA / QUEEN ANNE,3.0,22486.0,Small- and Mid-Sized Office,25859.0,0.0,25859.0,14.9,1.0,115575.0,68.0,37.5,4337107.5,34.0,0.0,0.1534910075436221,0.04451653550205984
NonResidential,1.34,Non-Refrigerated Warehouse,47.66238,"Non-Refrigerated Warehouse, Office",-122.38831,MAGNOLIA / QUEEN ANNE,1.0,22502.0,Warehouse,25600.0,0.0,25600.0,34.26,1.0,20784.0,80.0,31.60000038,657385.8125,42.0,0.0,1.9008761312444662,0.7316738372719293
NonResidential,0.07,Manufacturing/Industrial Plant,47.66126,Manufacturing/Industrial Plant,-122.38751,MAGNOLIA / QUEEN ANNE,1.0,22504.0,Other,23169.0,0.0,23169.0,1.55,1.0,18229.0,89.0,14.69999981,520011.8125,51.0,0.0,0.4274056755201114,0.0
NonResidential,0.22,Office,47.66106,"Office, Parking",-122.38576,MAGNOLIA / QUEEN ANNE,4.0,22509.0,Small- and Mid-Sized Office,33385.0,8399.0,41784.0,9.03,1.0,31845.0,72.66666666666667,13.10000038,469499.8125,8.0,0.0,2.7574345410414836,0.0
NonResidential,0.66,Non-Refrigerated Warehouse,47.66206,Non-Refrigerated Warehouse,-122.38948,MAGNOLIA / QUEEN ANNE,1.0,22511.0,Warehouse,56884.0,0.0,56884.0,37.49,1.0,25184.0,96.0,33.59999847,845044.125,56.0,0.0,0.9294946580452234,0.7134313844262274
NonResidential,1.42,Retail Store,47.6917,Retail Store,-122.37617,BALLARD,1.0,22519.0,Retail Store,32810.0,0.0,32810.0,46.44,1.0,50179.0,76.0,31.29999924,1568550.75,27.0,0.0,0.8391618823936682,0.44735562429204156
NonResidential,0.02,Self-Storage Facility,47.64455,Self-Storage Facility,-122.37581,MAGNOLIA / QUEEN ANNE,3.0,22547.0,Self-Storage Facility,30989.0,0.0,30989.0,0.68,1.0,42500.0,100.0,5.099999905,241478.5938,36.0,0.0,0.40454931620526935,0.0
NonResidential,0.01,Self-Storage Facility,47.64418,Self-Storage Facility,-122.37587,MAGNOLIA / QUEEN ANNE,3.0,22548.0,Self-Storage Facility,39952.0,0.0,39952.0,0.4,1.0,14448.0,35.0,52.90000153,1121537.75,101.0,0.0,0.050941664692071224,0.0
NonResidential,0.23,Office,47.65504,Office,-122.37402,MAGNOLIA / QUEEN ANNE,2.0,22574.0,Small- and Mid-Sized Office,20022.0,0.0,20022.0,4.58,1.0,23500.0,26.0,71.80000305,1686405.0,55.0,0.0,0.3898150207097346,0.0
NonResidential,0.41,Distribution Center,47.65563,"Distribution Center, Non-Refrigerated Warehouse",-122.37194,MAGNOLIA / QUEEN ANNE,2.0,22577.0,Distribution Center,36498.0,0.0,36498.0,14.81,1.0,22282.0,93.0,26.0,579888.3125,56.0,0.0,0.47876115799454055,0.4179839372085983
NonResidential,0.31,Distribution Center,47.66161,"Distribution Center, Office",-122.39075,MAGNOLIA / QUEEN ANNE,1.0,22579.0,Distribution Center,35946.0,0.0,35946.0,11.08,1.0,24000.0,90.33333333333333,21.0,502898.6875,48.0,0.0,0.5970566387688176,0.3365290151010784
NonResidential,0.2,Office,47.66006,"Office, Parking",-122.38631,MAGNOLIA / QUEEN ANNE,4.0,22585.0,Small- and Mid-Sized Office,24472.0,5680.0,30152.0,5.94,1.0,32471.0,72.0,26.79999924,868859.8125,9.0,0.0,0.971466268616262,0.0011233112476358204
NonResidential,0.23,Office,47.65881,Office,-122.38382,MAGNOLIA / QUEEN ANNE,4.0,22607.0,Small- and Mid-Sized Office,22365.0,0.0,22365.0,5.07,1.0,9500.0,81.66666666666667,73.69999695,1995131.75,37.0,0.0,0.3645804343497616,0.0
NonResidential,0.21,Office,47.65801,Office,-122.3839,MAGNOLIA / QUEEN ANNE,4.0,22609.0,Small- and Mid-Sized Office,30172.0,0.0,30172.0,6.3,1.0,75154.0,70.0,25.70000076,1930938.0,22.0,0.0,0.46819732171618145,0.0
NonResidential,0.04,Non-Refrigerated Warehouse,47.66353,"Non-Refrigerated Warehouse, Retail Store",-122.38064,BALLARD,4.0,22650.0,Warehouse,42500.0,0.0,42500.0,1.68,1.0,57693.0,91.0,20.89999962,1207092.75,89.0,0.0,0.20004925056504563,0.0
NonResidential,0.34,Office,47.66691,"Office, Restaurant, Retail Store",-122.38416,BALLARD,4.0,22654.0,Small- and Mid-Sized Office,23032.0,0.0,23032.0,7.82,1.0,26040.0,39.0,34.0,885865.875,115.0,0.0,1.2660347707828796,0.0
NonResidential,6.64,Other,47.66646,"Other, Parking",-122.38263,BALLARD,3.0,22672.0,Other,40836.0,4914.0,45750.0,303.81,1.0,37500.0,58.0,59.59999847,2235765.5,116.0,0.0,0.7825547893998722,2.4558317945240677
NonResidential,1.47,Office,47.66497,Office,-122.38047,BALLARD,2.0,22676.0,Small- and Mid-Sized Office,23500.0,0.0,23500.0,34.52,1.0,23983.0,61.0,48.5,1164364.75,48.0,0.0,1.0245792823941122,0.4237684110584763
NonResidential,0.75,Office,47.66431,Office,-122.37988,BALLARD,1.0,22678.0,Small- and Mid-Sized Office,22282.0,0.0,22282.0,16.67,1.0,20100.0,22.0,34.29999924,809870.8125,50.0,0.0,0.37820599936733734,0.33781931115093744
NonResidential,0.72,Self-Storage Facility,47.66351,Self-Storage Facility,-122.37961,BALLARD,2.0,22679.0,Self-Storage Facility,24000.0,0.0,24000.0,17.39,1.0,20319.0,10.0,38.5,781682.5,114.0,0.0,0.25841566109002057,0.3849388978261634
NonResidential,2.24,Strip Mall,47.66852,"Multifamily Housing, Office, Other, Strip Mall",-122.38175,BALLARD,3.0,22684.0,Mixed Use Property,27085.0,0.0,27085.0,60.67,1.0,34142.0,79.0,22.39999962,764832.6875,107.0,0.0,1.2834676342203275,1.3251185737272768
NonResidential,10.57,Other - Recreation,47.70544,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",-122.2918,NORTH,2.0,22801.0,Other,29258.0,0.0,29258.0,309.14,1.0,24008.0,64.0,53.59999847,1286817.375,20.0,0.0,2.027157894102883,4.257294862839414
NonResidential,1.18,Office,47.719,Office,-122.29966,NORTH,2.0,22804.0,Small- and Mid-Sized Office,37500.0,0.0,37500.0,44.26,1.0,41707.0,78.0,42.09999847,1755788.5,85.0,0.0,0.9193909175279369,0.3539771447415221
NonResidential,1.39,K-12 School,47.73143,K-12 School,-122.32784,NORTHWEST,3.0,22810.0,K-12 School,23983.0,0.0,23983.0,33.28,1.0,25547.0,9.0,43.0,1700057.375,86.0,0.0,0.3641041820720904,0.32079329087349184
NonResidential,1.27,Distribution Center,47.55832,"Distribution Center, Non-Refrigerated Warehouse",-122.35239,DELRIDGE,1.0,22818.0,Distribution Center,24100.0,0.0,24100.0,30.49,1.0,69881.0,88.0,22.10000038,1544146.625,36.0,0.0,0.17583110023635223,0.3486469427733263
NonResidential,4.1,K-12 School,47.66665,K-12 School,-122.31818,NORTHEAST,2.0,22834.0,K-12 School,31343.0,0.0,31343.0,128.66,1.0,22694.0,89.0,31.70000076,720516.125,12.0,0.0,2.2749456162414132,3.063590006399926
NonResidential,0.31,Parking,47.68582,"Office, Parking, Retail Store",-122.33709,NORTHWEST,3.0,22860.0,Mixed Use Property,33062.0,22850.0,55912.0,17.08,1.0,53776.0,33.666666666666664,66.0,3548858.25,20.0,0.0,0.6904877082650456,0.0
NonResidential,3.32,Other,47.65843,"Office, Other",-122.38435,MAGNOLIA / QUEEN ANNE,2.0,22863.0,Other,20294.0,0.0,20294.0,67.45,1.0,29970.0,100.0,19.79999924,594139.125,59.0,0.0,0.9028323122130696,2.0190355247182215
NonResidential,0.22,Office,47.65708,Office,-122.38383,MAGNOLIA / QUEEN ANNE,4.0,22866.0,Small- and Mid-Sized Office,29722.0,10849.0,40571.0,8.97,1.0,143498.0,99.0,51.59999847,7405070.0,33.0,0.0,0.17377512974219014,0.0
NonResidential,0.29,Office,47.65649,"Office, Parking",-122.38383,MAGNOLIA / QUEEN ANNE,4.0,22867.0,Small- and Mid-Sized Office,26048.0,15659.0,41707.0,12.24,1.0,27574.0,73.0,43.90000153,1211349.25,33.0,0.0,1.4494482082685898,0.0
NonResidential,0.74,Office,47.65118,"Non-Refrigerated Warehouse, Office, Other - Services",-122.37875,MAGNOLIA / QUEEN ANNE,2.0,22881.0,Mixed Use Property,57644.0,0.0,57644.0,42.87,1.0,235590.0,84.0,22.0,5176196.5,56.0,0.0,0.3074670754867981,0.11557231260443841
NonResidential,0.72,Non-Refrigerated Warehouse,47.64913,"Non-Refrigerated Warehouse, Office",-122.37929,MAGNOLIA / QUEEN ANNE,2.0,22883.0,Warehouse,39497.0,0.0,39497.0,28.28,1.0,81462.0,65.0,33.5,2733003.75,61.0,0.0,0.4917925926739032,0.1302544864784763
NonResidential,3.68,Other - Entertainment/Public Assembly,47.6303,Other - Entertainment/Public Assembly,-122.3142,EAST,1.0,22936.0,Other,33087.0,0.0,33087.0,121.9,1.0,21422.0,75.0,28.5,610744.6875,84.0,0.0,2.3629202669077656,3.44778602761076
NonResidential,0.31,Office,47.70793,Office,-122.33316,NORTHWEST,2.0,22940.0,Small- and Mid-Sized Office,27574.0,0.0,27574.0,8.44,1.0,24288.0,67.0,26.29999924,639407.375,34.0,0.0,1.8944870631184072,0.0
NonResidential,0.09,Retail Store,47.70747,Retail Store,-122.32249,NORTH,1.0,22953.0,Retail Store,24982.0,0.0,24982.0,2.34,1.0,41615.0,69.0,45.70000076,1900006.25,51.0,0.0,0.17644415643369593,0.0
NonResidential,1.89,Senior Care Community,47.71069,"Parking, Senior Care Community",-122.32674,North,5.0,22955.0,Senior Care Community,43661.0,0.0,43661.0,82.57,2.0,31360.0,83.0,3.799999952,123767.2031,18.0,0.0,22.152031647550416,9.653009602509147
NonResidential,0.23,Office,47.70842,Office,-122.3332,NORTHWEST,3.0,22962.0,Small- and Mid-Sized Office,48798.0,27307.0,76105.0,17.24,1.0,24711.0,81.0,22.39999962,552822.125,29.0,0.0,4.472234174780903,0.0
NonResidential,1.38,Non-Refrigerated Warehouse,47.70983,"Non-Refrigerated Warehouse, Office, Retail Store",-122.31865,North,2.0,23008.0,Mixed Use Property,32009.0,0.0,32009.0,44.28,1.0,27262.0,88.0,72.40000153,2619088.5,64.0,0.0,0.5120075171190283,0.2511301164508187
NonResidential,0.32,Retail Store,47.70708,Retail Store,-122.32251,NORTH,1.0,23011.0,Retail Store,41615.0,0.0,41615.0,13.25,1.0,44667.0,81.0,36.59999847,1633105.375,50.0,0.0,1.163431355432285,0.0
NonResidential,1.16,Medical Office,47.70676,Medical Office,-122.32264,NORTH,3.0,23017.0,Medical Office,28841.0,0.0,28841.0,33.42,8.0,483520.0,85.0,204.6999969,98960776.0,28.0,0.0,0.009653562134557231,0.0050916637921270946
NonResidential,0.03,Self-Storage Facility,47.70782,"Office, Parking, Self-Storage Facility",-122.31873,NORTH,2.0,23020.0,Self-Storage Facility,33344.0,0.0,33344.0,0.86,1.0,37296.0,67.66666666666667,52.09999847,1943933.625,39.0,0.0,0.06366832612404655,0.0
NonResidential,2.63,Other - Recreation,47.70541,Other - Recreation,-122.32232,NORTH,1.0,23022.0,Other,30498.0,0.0,30498.0,80.19,1.0,24052.0,84.0,23.60000038,567608.625,11.0,0.0,1.8784527807342604,2.413347753480666
NonResidential,1.0,K-12 School,47.51698,K-12 School,-122.35946,DELRIDGE,2.0,23040.0,K-12 School,42975.0,0.0,42975.0,42.96,1.0,65538.0,32.0,38.0,2493240.25,92.0,0.0,0.06945379611932705,0.315327413794158
NonResidential,2.25,"Repair Services (Vehicle, Shoe, Locksmith, etc)",47.53366,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",-122.33733,DELRIDGE,1.0,23049.0,Other,23260.0,0.0,23260.0,52.41,1.0,26148.0,45.0,38.29999924,1002458.875,53.0,0.0,0.7180134945685428,0.8901382612827883
NonResidential,1.82,Office,47.53309,"Data Center, Non-Refrigerated Warehouse, Office",-122.33977,DELRIDGE,2.0,23051.0,Small- and Mid-Sized Office,30659.0,0.0,30659.0,55.85,1.0,22356.0,76.0,35.09999847,785144.8125,28.0,0.0,2.2981594876168145,1.037642976212111
NonResidential,1.2,Other,47.63132,Other,-122.34136,MAGNOLIA / QUEEN ANNE,2.0,23056.0,Other,27144.0,0.0,27144.0,32.58,2.0,63414.0,10.0,36.29999924,2299216.0,96.0,0.0,0.19954454039985803,0.2406159316914983
NonResidential,7.97,Other,47.70969,Other,-122.34557,NORTHWEST,1.0,23064.0,Other,23166.0,0.0,23166.0,184.6,1.0,68400.0,85.0,34.29999924,1167734.75,46.0,0.0,2.569076581817917e-06,2.976532984053099
NonResidential,0.33,Medical Office,47.70558,"Medical Office, Parking",-122.33486,NORTHWEST,2.0,23065.0,Medical Office,34759.0,0.0,34759.0,11.39,1.0,21200.0,83.0,29.39999962,623526.625,37.0,0.0,2.6191423662141133,0.0
NonResidential,7.89,Hospital (General Medical & Surgical),47.71425,"Hospital (General Medical & Surgical), Parking",-122.33689,NORTHWEST,1.0,23071.0,Hospital,415632.0,0.0,415632.0,3278.11,1.0,27791.0,59.666666666666664,28.0,776996.875,50.0,0.0,55.16644838500798,72.1967022068139
NonResidential,1.19,Worship Facility,47.71745,"Medical Office, Office, Worship Facility",-122.33221,NORTHWEST,2.0,23076.0,Worship Facility,44719.0,0.0,44719.0,53.21,1.0,520187.0,60.0,173.3999939,102673696.0,51.0,0.0,0.0068633060603954495,0.008856650100528182
NonResidential,6.01,Supermarket/Grocery Store,47.57894,Supermarket/Grocery Store,-122.31287,GREATER DUWAMISH,1.0,23098.0,Supermarket / Grocery Store,21603.0,0.0,21603.0,129.89,1.0,18262.0,25.0,118.0,3094090.0,51.0,0.0,1.2604862819116445,0.6249792346053282
NonResidential,5.47,Medical Office,47.62014,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",-122.31228,EAST,3.0,23113.0,Medical Office,591981.0,0.0,591981.0,3238.24,1.0,48550.0,36.0,36.09999847,1750362.25,52.0,0.0,27.424204332560304,31.234331064898136
NonResidential,0.07,Distribution Center,47.53158,Distribution Center,-122.33568,DELRIDGE,1.0,23115.0,Distribution Center,42900.0,0.0,42900.0,3.04,1.0,21822.0,55.0,33.09999847,721983.5,37.0,0.0,0.6042423407183128,0.0
Campus,1.66,Adult Education,47.51885,Adult Education,-122.33421,DELRIDGE,1.0,23117.0,Other,57952.0,0.0,57952.0,96.15,1.0,34590.0,67.0,19.10000038,659652.625,11.0,0.0,2.2351915904223074,2.4511946723474343
NonResidential,4.68,Other - Services,47.52956,"Office, Other - Services",-122.33592,DELRIDGE,1.0,23120.0,Other,26232.0,0.0,26232.0,122.71,1.0,37964.0,18.0,30.60000038,1162493.625,45.0,0.0,0.7759879113315568,1.8856094802240313
NonResidential,0.08,Non-Refrigerated Warehouse,47.59783,Non-Refrigerated Warehouse,-122.31554,DOWNTOWN,2.0,23158.0,Warehouse,25840.0,0.0,25840.0,2.19,1.0,23986.0,81.0,27.10000038,648879.3125,60.0,0.0,0.4831838432204602,0.0
NonResidential,0.97,Office,47.59721,Office,-122.31838,DOWNTOWN,1.0,23161.0,Small- and Mid-Sized Office,45145.0,0.0,45145.0,43.63,1.0,31744.0,70.0,23.5,745336.8125,28.0,0.0,0.6902798726314086,1.0115802511767122
NonResidential,0.27,Office,47.59728,"Office, Parking",-122.31587,DOWNTOWN,5.0,23164.0,Small- and Mid-Sized Office,48237.0,22095.0,70332.0,19.12,1.0,53234.0,94.0,21.70000076,1155080.5,15.0,0.0,1.615561859108521,0.09956968367139779
School,0.24,K-12 School,47.55813,K-12 School,-122.3189,GREATER DUWAMISH,1.0,23204.0,K-12 School,50546.0,0.0,50546.0,12.15,1.0,40657.0,57.0,69.5,2826828.0,45.0,0.0,0.37721148934424026,0.03140198130201059
NonResidential,7.18,Supermarket/Grocery Store,47.6899,"Parking, Supermarket/Grocery Store",-122.37619,BALLARD,1.0,23228.0,Supermarket / Grocery Store,45522.0,0.0,45522.0,326.74,1.0,173204.0,1.0,77.90000153,13491170.0,22.0,0.0,0.520318919708224,0.3877135192870596
NonResidential,0.11,Retail Store,47.72286,"Office, Parking, Retail Store",-122.34612,NORTHWEST,2.0,23231.0,Retail Store,20088.0,0.0,20088.0,2.28,1.0,50120.0,42.333333333333336,54.09999847,2960377.25,37.0,0.0,0.11038390461891301,0.0
Campus,1.29,Other,47.57049,Other,-122.34857,GREATER DUWAMISH,2.0,23265.0,Other,138907.0,0.0,138907.0,179.55,1.0,45564.0,53.0,66.19999695,3014332.0,27.0,0.0,1.7019701214066665,0.8981721323331339
NonResidential,0.58,Office,47.56999,"Office, Parking",-122.34703,GREATER DUWAMISH,2.0,23268.0,Small- and Mid-Sized Office,40657.0,0.0,40657.0,23.6,1.0,92183.0,49.0,55.40000153,5104947.0,19.0,0.0,0.5372051854798884,0.016537683936777403
NonResidential,0.11,Non-Refrigerated Warehouse,47.57279,"Non-Refrigerated Warehouse, Office",-122.35066,GREATER DUWAMISH,1.0,23277.0,Warehouse,20200.0,0.0,20200.0,2.25,1.0,25316.0,7.0,59.90000153,1515854.875,116.0,0.0,0.17205340979623793,0.005415426064450926
NonResidential,4.17,Residence Hall/Dormitory,47.6073,Residence Hall/Dormitory,-122.32585,EAST,1.0,23297.0,Residence Hall,44086.0,0.0,44086.0,184.0,3.0,113994.0,42.0,33.09999847,3776252.25,112.0,0.5085661981399681,0.3227919956883177,0.135926036191041
NonResidential,0.18,Office,47.60663,"Office, Parking",-122.32526,EAST,7.0,23299.0,Small- and Mid-Sized Office,33548.0,20824.0,54372.0,9.79,1.0,20590.0,100.0,19.89999962,409578.4063,46.0,0.0,3.4274756149418613,0.0
NonResidential,14.94,Museum,47.60709,"Museum, Parking",-122.32416,EAST,1.0,23310.0,Other,47699.0,0.0,47699.0,712.39,1.0,24813.0,71.33333333333333,30.29999924,923492.6875,65.0,9.345370154866549,6.261721482228846,0.12057485836887041
NonResidential,2.92,Office,47.60819,Office,-122.32282,EAST,3.0,23313.0,Small- and Mid-Sized Office,21282.0,0.0,21282.0,62.23,1.0,72155.0,61.0,27.70000076,1999039.75,60.0,0.3814543019967462,0.2418065973925731,0.0
NonResidential,0.64,Other,47.54563,Other,-122.27616,SOUTHEAST,2.0,23320.0,Other,41022.0,0.0,41022.0,26.41,1.0,30080.0,85.0,20.89999962,629027.3125,95.0,0.0,6.021436469819425,0.0
